"AGE"	"POP"	"time"	"SEX"
95	83886	2010	"Female"
96	66986	2010	"Female"
97	50600	2010	"Female"
98	37066	2010	"Female"
99	25640	2010	"Female"
100	45907	2010	"Female"
0	533299	2011	"Female"
1	541680	2011	"Female"
2	550010	2011	"Female"
3	553356	2011	"Female"
4	550590	2011	"Female"
5	536731	2011	"Female"
6	528156	2011	"Female"
7	542115	2011	"Female"
8	553496	2011	"Female"
9	563144	2011	"Female"
10	571259	2011	"Female"
11	573880	2011	"Female"
12	574304	2011	"Female"
13	577237	2011	"Female"
14	578800	2011	"Female"
15	579015	2011	"Female"
16	589419	2011	"Female"
17	590331	2011	"Female"
18	585513	2011	"Female"
19	596646	2011	"Female"
20	604152	2011	"Female"
21	617242	2011	"Female"
22	640750	2011	"Female"
23	664291	2011	"Female"
24	686185	2011	"Female"
25	706377	2011	"Female"
26	744660	2011	"Female"
27	763161	2011	"Female"
28	767560	2011	"Female"
29	768968	2011	"Female"
30	782835	2011	"Female"
31	797685	2011	"Female"
32	818156	2011	"Female"
33	847530	2011	"Female"
34	869447	2011	"Female"
35	906754	2011	"Female"
36	938095	2011	"Female"
37	979149	2011	"Female"
38	988862	2011	"Female"
39	969944	2011	"Female"
40	944305	2011	"Female"
41	915357	2011	"Female"
42	896089	2011	"Female"
43	881877	2011	"Female"
44	833900	2011	"Female"
45	730500	2011	"Female"
46	841091	2011	"Female"
47	794088	2011	"Female"
48	774055	2011	"Female"
49	751853	2011	"Female"
50	745498	2011	"Female"
51	756680	2011	"Female"
52	765389	2011	"Female"
53	746076	2011	"Female"
54	739475	2011	"Female"
55	777291	2011	"Female"
56	798961	2011	"Female"
57	814423	2011	"Female"
58	868052	2011	"Female"
59	917804	2011	"Female"
60	978881	2011	"Female"
61	1060025	2011	"Female"
62	1134457	2011	"Female"
63	1114569	2011	"Female"
64	971347	2011	"Female"
65	687284	2011	"Female"
66	771293	2011	"Female"
67	882549	2011	"Female"
68	867272	2011	"Female"
69	878253	2011	"Female"
70	840391	2011	"Female"
71	757689	2011	"Female"
72	691854	2011	"Female"
73	733185	2011	"Female"
74	744632	2011	"Female"
75	735071	2011	"Female"
76	698132	2011	"Female"
77	669868	2011	"Female"
78	658938	2011	"Female"
79	635088	2011	"Female"
80	600953	2011	"Female"
81	562757	2011	"Female"
82	534474	2011	"Female"
83	502739	2011	"Female"
84	471705	2011	"Female"
85	437456	2011	"Female"
86	391483	2011	"Female"
87	343530	2011	"Female"
88	308415	2011	"Female"
89	269609	2011	"Female"
90	234908	2011	"Female"
91	203439	2011	"Female"
92	150436	2011	"Female"
93	130876	2011	"Female"
94	108595	2011	"Female"
95	89102	2011	"Female"
96	69548	2011	"Female"
97	54309	2011	"Female"
98	40039	2011	"Female"
99	28572	2011	"Female"
100	51531	2011	"Female"
0	523654	2012	"Female"
1	532828	2012	"Female"
2	541222	2012	"Female"
3	549597	2012	"Female"
4	552957	2012	"Female"
5	550202	2012	"Female"
6	536478	2012	"Female"
7	527916	2012	"Female"
8	541878	2012	"Female"
9	553259	2012	"Female"
10	562907	2012	"Female"
11	571103	2012	"Female"
12	573726	2012	"Female"
13	574139	2012	"Female"
14	577071	2012	"Female"
15	578630	2012	"Female"
16	579215	2012	"Female"
17	589600	2012	"Female"
18	590503	2012	"Female"
19	585675	2012	"Female"
20	596778	2012	"Female"
21	604110	2012	"Female"
22	617194	2012	"Female"
23	640682	2012	"Female"
24	664222	2012	"Female"
25	686108	2012	"Female"
26	705850	2012	"Female"
27	744124	2012	"Female"
28	762626	2012	"Female"
29	767007	2012	"Female"
30	768417	2012	"Female"
31	782223	2012	"Female"
32	797037	2012	"Female"
33	817497	2012	"Female"
34	846843	2012	"Female"
35	868718	2012	"Female"
36	906045	2012	"Female"
37	937334	2012	"Female"
38	978305	2012	"Female"
39	987983	2012	"Female"
40	969057	2012	"Female"
41	943462	2012	"Female"
42	914476	2012	"Female"
43	895197	2012	"Female"
44	880907	2012	"Female"
45	832898	2012	"Female"
46	729576	2012	"Female"
47	839992	2012	"Female"
48	792980	2012	"Female"
49	772871	2012	"Female"
50	750621	2012	"Female"
51	744260	2012	"Female"
52	755323	2012	"Female"
53	763932	2012	"Female"
54	744555	2012	"Female"
55	737888	2012	"Female"
56	775586	2012	"Female"
57	797086	2012	"Female"
58	812382	2012	"Female"
59	865687	2012	"Female"
60	915116	2012	"Female"
61	975822	2012	"Female"
62	1056370	2012	"Female"
63	1130593	2012	"Female"
64	1110581	2012	"Female"
65	967314	2012	"Female"
66	684201	2012	"Female"
67	767484	2012	"Female"
68	877677	2012	"Female"
69	862061	2012	"Female"
70	872544	2012	"Female"
71	834198	2012	"Female"
72	751351	2012	"Female"
73	685381	2012	"Female"
74	725562	2012	"Female"
75	735954	2012	"Female"
76	725132	2012	"Female"
77	687390	2012	"Female"
78	658166	2012	"Female"
79	646003	2012	"Female"
80	620762	2012	"Female"
81	585381	2012	"Female"
82	546260	2012	"Female"
83	516517	2012	"Female"
84	483349	2012	"Female"
85	450747	2012	"Female"
86	415172	2012	"Female"
87	368568	2012	"Female"
88	320545	2012	"Female"
89	284732	2012	"Female"
90	246606	2012	"Female"
91	212679	2012	"Female"
92	181493	2012	"Female"
93	132045	2012	"Female"
94	112905	2012	"Female"
95	92150	2012	"Female"
96	74177	2012	"Female"
97	56642	2012	"Female"
98	43189	2012	"Female"
99	31030	2012	"Female"
100	57948	2012	"Female"
0	513436	2013	"Female"
1	523520	2013	"Female"
2	532707	2013	"Female"
3	541144	2013	"Female"
4	549531	2013	"Female"
5	552902	2013	"Female"
6	550149	2013	"Female"
7	536438	2013	"Female"
8	527882	2013	"Female"
9	541843	2013	"Female"
10	553224	2013	"Female"
11	562878	2013	"Female"
12	571073	2013	"Female"
13	573687	2013	"Female"
14	574100	2013	"Female"
15	577027	2013	"Female"
16	578572	2013	"Female"
17	579140	2013	"Female"
18	589516	2013	"Female"
19	590408	2013	"Female"
20	585556	2013	"Female"
21	596645	2013	"Female"
22	603974	2013	"Female"
23	617041	2013	"Female"
24	640529	2013	"Female"
25	664059	2013	"Female"
26	685920	2013	"Female"
27	705657	2013	"Female"
28	743927	2013	"Female"
29	762409	2013	"Female"
30	766790	2013	"Female"
31	768189	2013	"Female"
32	781962	2013	"Female"
33	796767	2013	"Female"
34	817203	2013	"Female"
35	846509	2013	"Female"
36	868359	2013	"Female"
37	905636	2013	"Female"
38	936854	2013	"Female"
39	977774	2013	"Female"
40	987430	2013	"Female"
41	968453	2013	"Female"
42	942820	2013	"Female"
43	913829	2013	"Female"
44	894478	2013	"Female"
45	880126	2013	"Female"
46	832114	2013	"Female"
47	728834	2013	"Female"
48	839077	2013	"Female"
49	792021	2013	"Female"
50	771862	2013	"Female"
51	749566	2013	"Female"
52	743119	2013	"Female"
53	754083	2013	"Female"
54	762582	2013	"Female"
55	743163	2013	"Female"
56	736411	2013	"Female"
57	773916	2013	"Female"
58	795248	2013	"Female"
59	810334	2013	"Female"
60	863333	2013	"Female"
61	912367	2013	"Female"
62	972593	2013	"Female"
63	1052908	2013	"Female"
64	1126695	2013	"Female"
65	1106136	2013	"Female"
66	963105	2013	"Female"
67	680925	2013	"Female"
68	763378	2013	"Female"
69	872562	2013	"Female"
70	856621	2013	"Female"
71	866317	2013	"Female"
72	827437	2013	"Female"
73	744533	2013	"Female"
74	678464	2013	"Female"
75	717349	2013	"Female"
76	726303	2013	"Female"
77	714303	2013	"Female"
78	675727	2013	"Female"
79	645607	2013	"Female"
80	631829	2013	"Female"
81	605105	2013	"Female"
82	568665	2013	"Female"
83	528374	2013	"Female"
84	497095	2013	"Female"
85	462404	2013	"Female"
86	428346	2013	"Female"
87	391454	2013	"Female"
88	344494	2013	"Female"
89	296510	2013	"Female"
90	260994	2013	"Female"
91	223790	2013	"Female"
92	190244	2013	"Female"
93	159792	2013	"Female"
94	114304	2013	"Female"
95	96163	2013	"Female"
96	77025	2013	"Female"
97	60680	2013	"Female"
98	45263	2013	"Female"
99	33648	2013	"Female"
100	64634	2013	"Female"
0	503149	2014	"Female"
1	513308	2014	"Female"
2	523405	2014	"Female"
3	532633	2014	"Female"
4	541081	2014	"Female"
5	549478	2014	"Female"
6	552851	2014	"Female"
7	550110	2014	"Female"
8	536404	2014	"Female"
9	527849	2014	"Female"
10	541810	2014	"Female"
11	553196	2014	"Female"
12	562850	2014	"Female"
13	571036	2014	"Female"
14	573649	2014	"Female"
15	574058	2014	"Female"
16	576971	2014	"Female"
17	578501	2014	"Female"
18	579062	2014	"Female"
19	589425	2014	"Female"
20	590294	2014	"Female"
21	585432	2014	"Female"
22	596517	2014	"Female"
23	603832	2014	"Female"
24	616899	2014	"Female"
25	640381	2014	"Female"
26	663885	2014	"Female"
27	685741	2014	"Female"
28	705479	2014	"Female"
29	743725	2014	"Female"
30	762203	2014	"Female"
31	766573	2014	"Female"
32	767945	2014	"Female"
33	781710	2014	"Female"
34	796494	2014	"Female"
35	816896	2014	"Female"
36	846176	2014	"Female"
37	867985	2014	"Female"
38	905195	2014	"Female"
39	936370	2014	"Female"
40	977252	2014	"Female"
41	986846	2014	"Female"
42	967825	2014	"Female"
43	942185	2014	"Female"
44	913130	2014	"Female"
45	893724	2014	"Female"
46	879337	2014	"Female"
47	831307	2014	"Female"
48	728078	2014	"Female"
49	838111	2014	"Female"
50	791035	2014	"Female"
51	770828	2014	"Female"
52	748471	2014	"Female"
53	741956	2014	"Female"
54	752812	2014	"Female"
55	761223	2014	"Female"
56	741743	2014	"Female"
57	734898	2014	"Female"
58	772211	2014	"Female"
59	793333	2014	"Female"
60	808230	2014	"Female"
61	860858	2014	"Female"
62	909485	2014	"Female"
63	969544	2014	"Female"
64	1049428	2014	"Female"
65	1122370	2014	"Female"
66	1101513	2014	"Female"
67	958668	2014	"Female"
68	677416	2014	"Female"
69	759088	2014	"Female"
70	867244	2014	"Female"
71	850714	2014	"Female"
72	859525	2014	"Female"
73	820168	2014	"Female"
74	737250	2014	"Female"
75	671014	2014	"Female"
76	708222	2014	"Female"
77	715772	2014	"Female"
78	702528	2014	"Female"
79	663187	2014	"Female"
80	631824	2014	"Female"
81	616315	2014	"Female"
82	588271	2014	"Female"
83	550517	2014	"Female"
84	509000	2014	"Female"
85	476085	2014	"Female"
86	439980	2014	"Female"
87	404464	2014	"Female"
88	366491	2014	"Female"
89	319269	2014	"Female"
90	272356	2014	"Female"
91	237383	2014	"Female"
92	200704	2014	"Female"
93	167993	2014	"Female"
94	138784	2014	"Female"
95	97706	2014	"Female"
96	80697	2014	"Female"
97	63284	2014	"Female"
98	48720	2014	"Female"
99	35447	2014	"Female"
100	71684	2014	"Female"
0	493266	2015	"Female"
1	503027	2015	"Female"
2	513199	2015	"Female"
3	523334	2015	"Female"
4	532574	2015	"Female"
5	541030	2015	"Female"
6	549429	2015	"Female"
7	552813	2015	"Female"
8	550077	2015	"Female"
9	536372	2015	"Female"
10	527817	2015	"Female"
11	541784	2015	"Female"
12	553170	2015	"Female"
13	562815	2015	"Female"
14	570999	2015	"Female"
15	573609	2015	"Female"
16	574005	2015	"Female"
17	576903	2015	"Female"
18	578427	2015	"Female"
19	578977	2015	"Female"
20	589316	2015	"Female"
21	590175	2015	"Female"
22	585312	2015	"Female"
23	596384	2015	"Female"
24	603700	2015	"Female"
25	616762	2015	"Female"
26	640221	2015	"Female"
27	663721	2015	"Female"
28	685576	2015	"Female"
29	705296	2015	"Female"
30	743534	2015	"Female"
31	761997	2015	"Female"
32	766341	2015	"Female"
33	767708	2015	"Female"
34	781456	2015	"Female"
35	796209	2015	"Female"
36	816590	2015	"Female"
37	845829	2015	"Female"
38	867582	2015	"Female"
39	904750	2015	"Female"
40	935895	2015	"Female"
41	976701	2015	"Female"
42	986238	2015	"Female"
43	967204	2015	"Female"
44	941499	2015	"Female"
45	912396	2015	"Female"
46	892962	2015	"Female"
47	878525	2015	"Female"
48	830485	2015	"Female"
49	727280	2015	"Female"
50	837116	2015	"Female"
51	790026	2015	"Female"
52	769755	2015	"Female"
53	747355	2015	"Female"
54	740764	2015	"Female"
55	751532	2015	"Female"
56	759834	2015	"Female"
57	740288	2015	"Female"
58	733351	2015	"Female"
59	770437	2015	"Female"
60	791365	2015	"Female"
61	806018	2015	"Female"
62	858262	2015	"Female"
63	906758	2015	"Female"
64	966472	2015	"Female"
65	1045564	2015	"Female"
66	1117864	2015	"Female"
67	1096632	2015	"Female"
68	953910	2015	"Female"
69	673745	2015	"Female"
70	754620	2015	"Female"
71	861463	2015	"Female"
72	844264	2015	"Female"
73	852214	2015	"Female"
74	812394	2015	"Female"
75	729397	2015	"Female"
76	662730	2015	"Female"
77	698252	2015	"Female"
78	704307	2015	"Female"
79	689850	2015	"Female"
80	649410	2015	"Female"
81	616722	2015	"Female"
82	599611	2015	"Female"
83	569972	2015	"Female"
84	530834	2015	"Female"
85	488017	2015	"Female"
86	453559	2015	"Female"
87	416038	2015	"Female"
88	379283	2015	"Female"
89	340286	2015	"Female"
90	293856	2015	"Female"
91	248265	2015	"Female"
92	213436	2015	"Female"
93	177742	2015	"Female"
94	146381	2015	"Female"
95	119051	2015	"Female"
96	82309	2015	"Female"
97	66582	2015	"Female"
98	51048	2015	"Female"
99	38347	2015	"Female"
100	78437	2015	"Female"
0	483762	2016	"Female"
1	493150	2016	"Female"
2	502923	2016	"Female"
3	513132	2016	"Female"
4	523277	2016	"Female"
5	532526	2016	"Female"
6	540984	2016	"Female"
7	549392	2016	"Female"
8	552781	2016	"Female"
9	550045	2016	"Female"
10	536341	2016	"Female"
11	527793	2016	"Female"
12	541759	2016	"Female"
13	553136	2016	"Female"
14	562781	2016	"Female"
15	570961	2016	"Female"
16	573558	2016	"Female"
17	573941	2016	"Female"
18	576831	2016	"Female"
19	578346	2016	"Female"
20	578875	2016	"Female"
21	589204	2016	"Female"
22	590060	2016	"Female"
23	585187	2016	"Female"
24	596259	2016	"Female"
25	603573	2016	"Female"
26	616616	2016	"Female"
27	640069	2016	"Female"
28	663568	2016	"Female"
29	685407	2016	"Female"
30	705123	2016	"Female"
31	743342	2016	"Female"
32	761778	2016	"Female"
33	766116	2016	"Female"
34	767470	2016	"Female"
35	781189	2016	"Female"
36	795924	2016	"Female"
37	816272	2016	"Female"
38	845455	2016	"Female"
39	867176	2016	"Female"
40	904312	2016	"Female"
41	935393	2016	"Female"
42	976128	2016	"Female"
43	985635	2016	"Female"
44	966534	2016	"Female"
45	940779	2016	"Female"
46	911654	2016	"Female"
47	892176	2016	"Female"
48	877697	2016	"Female"
49	829617	2016	"Female"
50	726457	2016	"Female"
51	836098	2016	"Female"
52	788978	2016	"Female"
53	768660	2016	"Female"
54	746210	2016	"Female"
55	739561	2016	"Female"
56	750223	2016	"Female"
57	758410	2016	"Female"
58	738800	2016	"Female"
59	731741	2016	"Female"
60	768611	2016	"Female"
61	789297	2016	"Female"
62	803697	2016	"Female"
63	855798	2016	"Female"
64	904003	2016	"Female"
65	963058	2016	"Female"
66	1041530	2016	"Female"
67	1113096	2016	"Female"
68	1091389	2016	"Female"
69	948923	2016	"Female"
70	669913	2016	"Female"
71	749757	2016	"Female"
72	855143	2016	"Female"
73	837309	2016	"Female"
74	844384	2016	"Female"
75	803997	2016	"Female"
76	720657	2016	"Female"
77	653669	2016	"Female"
78	687382	2016	"Female"
79	691942	2016	"Female"
80	675903	2016	"Female"
81	634294	2016	"Female"
82	600433	2016	"Female"
83	581427	2016	"Female"
84	550097	2016	"Female"
85	509483	2016	"Female"
86	465482	2016	"Female"
87	429465	2016	"Female"
88	390745	2016	"Female"
89	352794	2016	"Female"
90	313814	2016	"Female"
91	268436	2016	"Female"
92	223769	2016	"Female"
93	189547	2016	"Female"
94	155363	2016	"Female"
95	125998	2016	"Female"
96	100664	2016	"Female"
97	68192	2016	"Female"
98	53950	2016	"Female"
99	40377	2016	"Female"
100	85853	2016	"Female"
0	474699	2017	"Female"
1	483651	2017	"Female"
2	493051	2017	"Female"
3	502859	2017	"Female"
4	513079	2017	"Female"
5	523231	2017	"Female"
6	532482	2017	"Female"
7	540949	2017	"Female"
8	549361	2017	"Female"
9	552750	2017	"Female"
10	550015	2017	"Female"
11	536317	2017	"Female"
12	527770	2017	"Female"
13	541727	2017	"Female"
14	553104	2017	"Female"
15	562744	2017	"Female"
16	570913	2017	"Female"
17	573497	2017	"Female"
18	573873	2017	"Female"
19	576753	2017	"Female"
20	578250	2017	"Female"
21	578769	2017	"Female"
22	589095	2017	"Female"
23	589940	2017	"Female"
24	585070	2017	"Female"
25	596139	2017	"Female"
26	603437	2017	"Female"
27	616477	2017	"Female"
28	639928	2017	"Female"
29	663412	2017	"Female"
30	685246	2017	"Female"
31	704950	2017	"Female"
32	743137	2017	"Female"
33	761565	2017	"Female"
34	765889	2017	"Female"
35	767220	2017	"Female"
36	780923	2017	"Female"
37	795628	2017	"Female"
38	815928	2017	"Female"
39	845078	2017	"Female"
40	866776	2017	"Female"
41	903850	2017	"Female"
42	934870	2017	"Female"
43	975559	2017	"Female"
44	984985	2017	"Female"
45	965830	2017	"Female"
46	940050	2017	"Female"
47	910889	2017	"Female"
48	891374	2017	"Female"
49	876821	2017	"Female"
50	828723	2017	"Female"
51	725614	2017	"Female"
52	835040	2017	"Female"
53	787907	2017	"Female"
54	767536	2017	"Female"
55	745054	2017	"Female"
56	738330	2017	"Female"
57	748879	2017	"Female"
58	756952	2017	"Female"
59	737250	2017	"Female"
60	730084	2017	"Female"
61	766691	2017	"Female"
62	787126	2017	"Female"
63	801488	2017	"Female"
64	853303	2017	"Female"
65	900938	2017	"Female"
66	959485	2017	"Female"
67	1037253	2017	"Female"
68	1107967	2017	"Female"
69	1085881	2017	"Female"
70	943708	2017	"Female"
71	665737	2017	"Female"
72	744434	2017	"Female"
73	848319	2017	"Female"
74	829848	2017	"Female"
75	835914	2017	"Female"
76	794643	2017	"Female"
77	711084	2017	"Female"
78	643776	2017	"Female"
79	675641	2017	"Female"
80	678321	2017	"Female"
81	660580	2017	"Female"
82	617964	2017	"Female"
83	582676	2017	"Female"
84	561647	2017	"Female"
85	528507	2017	"Female"
86	486517	2017	"Female"
87	441337	2017	"Female"
88	403963	2017	"Female"
89	364084	2017	"Female"
90	325966	2017	"Female"
91	287260	2017	"Female"
92	242524	2017	"Female"
93	199261	2017	"Female"
94	166186	2017	"Female"
95	134171	2017	"Female"
96	106924	2017	"Female"
97	83731	2017	"Female"
98	55495	2017	"Female"
99	42877	2017	"Female"
100	93140	2017	"Female"
0	465917	2018	"Female"
1	474593	2018	"Female"
2	483558	2018	"Female"
3	492990	2018	"Female"
4	502808	2018	"Female"
5	513035	2018	"Female"
6	523190	2018	"Female"
7	532449	2018	"Female"
8	540919	2018	"Female"
9	549332	2018	"Female"
10	552720	2018	"Female"
11	549991	2018	"Female"
12	536295	2018	"Female"
13	527741	2018	"Female"
14	541696	2018	"Female"
15	553069	2018	"Female"
16	562699	2018	"Female"
17	570854	2018	"Female"
18	573432	2018	"Female"
19	573800	2018	"Female"
20	576661	2018	"Female"
21	578150	2018	"Female"
22	578666	2018	"Female"
23	588981	2018	"Female"
24	589828	2018	"Female"
25	584958	2018	"Female"
26	596010	2018	"Female"
27	603307	2018	"Female"
28	616348	2018	"Female"
29	639784	2018	"Female"
30	663264	2018	"Female"
31	685085	2018	"Female"
32	704765	2018	"Female"
33	742939	2018	"Female"
34	761350	2018	"Female"
35	765651	2018	"Female"
36	766970	2018	"Female"
37	780647	2018	"Female"
38	795308	2018	"Female"
39	815582	2018	"Female"
40	844706	2018	"Female"
41	866354	2018	"Female"
42	903369	2018	"Female"
43	934350	2018	"Female"
44	974946	2018	"Female"
45	984301	2018	"Female"
46	965117	2018	"Female"
47	939298	2018	"Female"
48	910108	2018	"Female"
49	890526	2018	"Female"
50	875919	2018	"Female"
51	827806	2018	"Female"
52	724738	2018	"Female"
53	833960	2018	"Female"
54	786807	2018	"Female"
55	766400	2018	"Female"
56	743869	2018	"Female"
57	737067	2018	"Female"
58	747503	2018	"Female"
59	755433	2018	"Female"
60	735654	2018	"Female"
61	728343	2018	"Female"
62	764675	2018	"Female"
63	785054	2018	"Female"
64	799247	2018	"Female"
65	850526	2018	"Female"
66	897724	2018	"Female"
67	955692	2018	"Female"
68	1032646	2018	"Female"
69	1102571	2018	"Female"
70	1080113	2018	"Female"
71	938019	2018	"Female"
72	661162	2018	"Female"
73	738679	2018	"Female"
74	840988	2018	"Female"
75	821769	2018	"Female"
76	826471	2018	"Female"
77	784389	2018	"Female"
78	700621	2018	"Female"
79	633076	2018	"Female"
80	662694	2018	"Female"
81	663342	2018	"Female"
82	644004	2018	"Female"
83	600142	2018	"Female"
84	563338	2018	"Female"
85	540135	2018	"Female"
86	505252	2018	"Female"
87	461876	2018	"Female"
88	415740	2018	"Female"
89	377036	2018	"Female"
90	337020	2018	"Female"
91	298986	2018	"Female"
92	260134	2018	"Female"
93	216532	2018	"Female"
94	175223	2018	"Female"
95	143981	2018	"Female"
96	114263	2018	"Female"
97	89285	2018	"Female"
98	68432	2018	"Female"
99	44309	2018	"Female"
100	100744	2018	"Female"
0	457426	2019	"Female"
1	465816	2019	"Female"
2	474504	2019	"Female"
3	483500	2019	"Female"
4	492942	2019	"Female"
5	502766	2019	"Female"
6	512996	2019	"Female"
7	523159	2019	"Female"
8	532421	2019	"Female"
9	540891	2019	"Female"
10	549304	2019	"Female"
11	552697	2019	"Female"
12	549968	2019	"Female"
13	536266	2019	"Female"
14	527713	2019	"Female"
15	541663	2019	"Female"
16	553027	2019	"Female"
17	562644	2019	"Female"
18	570792	2019	"Female"
19	573362	2019	"Female"
20	573713	2019	"Female"
21	576565	2019	"Female"
22	578052	2019	"Female"
23	578560	2019	"Female"
24	588874	2019	"Female"
25	589720	2019	"Female"
26	584838	2019	"Female"
27	595887	2019	"Female"
28	603187	2019	"Female"
29	616216	2019	"Female"
30	639647	2019	"Female"
31	663115	2019	"Female"
32	684914	2019	"Female"
33	704585	2019	"Female"
34	742739	2019	"Female"
35	761125	2019	"Female"
36	765413	2019	"Female"
37	766711	2019	"Female"
38	780349	2019	"Female"
39	794986	2019	"Female"
40	815240	2019	"Female"
41	844314	2019	"Female"
42	865915	2019	"Female"
43	902891	2019	"Female"
44	933790	2019	"Female"
45	974301	2019	"Female"
46	983609	2019	"Female"
47	964380	2019	"Female"
48	938530	2019	"Female"
49	909283	2019	"Female"
50	889652	2019	"Female"
51	874994	2019	"Female"
52	826853	2019	"Female"
53	723843	2019	"Female"
54	832850	2019	"Female"
55	785694	2019	"Female"
56	765236	2019	"Female"
57	742652	2019	"Female"
58	735772	2019	"Female"
59	746070	2019	"Female"
60	753871	2019	"Female"
61	733977	2019	"Female"
62	726514	2019	"Female"
63	762747	2019	"Female"
64	782948	2019	"Female"
65	796750	2019	"Female"
66	847609	2019	"Female"
67	894307	2019	"Female"
68	951601	2019	"Female"
69	1027793	2019	"Female"
70	1096911	2019	"Female"
71	1073814	2019	"Female"
72	931780	2019	"Female"
73	656211	2019	"Female"
74	732489	2019	"Female"
75	833041	2019	"Female"
76	812757	2019	"Female"
77	816109	2019	"Female"
78	773170	2019	"Female"
79	689290	2019	"Female"
80	621265	2019	"Female"
81	648441	2019	"Female"
82	647117	2019	"Female"
83	625892	2019	"Female"
84	580711	2019	"Female"
85	542283	2019	"Female"
86	516935	2019	"Female"
87	480266	2019	"Female"
88	435712	2019	"Female"
89	388669	2019	"Female"
90	349639	2019	"Female"
91	309735	2019	"Female"
92	271366	2019	"Female"
93	232855	2019	"Female"
94	190964	2019	"Female"
95	152291	2019	"Female"
96	123041	2019	"Female"
97	95778	2019	"Female"
98	73276	2019	"Female"
99	54889	2019	"Female"
100	107813	2019	"Female"
0	449680	2020	"Female"
1	457329	2020	"Female"
2	465731	2020	"Female"
3	474449	2020	"Female"
4	483455	2020	"Female"
5	492902	2020	"Female"
6	502729	2020	"Female"
7	512966	2020	"Female"
8	523133	2020	"Female"
9	532394	2020	"Female"
10	540865	2020	"Female"
11	549282	2020	"Female"
12	552675	2020	"Female"
13	549939	2020	"Female"
14	536238	2020	"Female"
15	527683	2020	"Female"
16	541623	2020	"Female"
17	552975	2020	"Female"
18	562586	2020	"Female"
19	570725	2020	"Female"
20	573280	2020	"Female"
21	573622	2020	"Female"
22	576472	2020	"Female"
23	577950	2020	"Female"
24	578461	2020	"Female"
25	588771	2020	"Female"
26	589604	2020	"Female"
27	584723	2020	"Female"
28	595774	2020	"Female"
29	603064	2020	"Female"
30	616089	2020	"Female"
31	639511	2020	"Female"
32	662956	2020	"Female"
33	684748	2020	"Female"
34	704404	2020	"Female"
35	742530	2020	"Female"
36	760900	2020	"Female"
37	765166	2020	"Female"
38	766432	2020	"Female"
39	780048	2020	"Female"
40	794668	2020	"Female"
41	814880	2020	"Female"
42	843907	2020	"Female"
43	865477	2020	"Female"
44	902376	2020	"Female"
45	933202	2020	"Female"
46	973647	2020	"Female"
47	982894	2020	"Female"
48	963627	2020	"Female"
49	937718	2020	"Female"
50	908433	2020	"Female"
51	888756	2020	"Female"
52	874033	2020	"Female"
53	825879	2020	"Female"
54	722923	2020	"Female"
55	831726	2020	"Female"
56	784554	2020	"Female"
57	764039	2020	"Female"
58	741405	2020	"Female"
59	734424	2020	"Female"
60	744595	2020	"Female"
61	752229	2020	"Female"
62	732216	2020	"Female"
63	724760	2020	"Female"
64	760784	2020	"Female"
65	780600	2020	"Female"
66	794123	2020	"Female"
67	844502	2020	"Female"
68	890617	2020	"Female"
69	947285	2020	"Female"
70	1022694	2020	"Female"
71	1090725	2020	"Female"
72	1066902	2020	"Female"
73	925019	2020	"Female"
74	650879	2020	"Female"
75	725771	2020	"Female"
76	824171	2020	"Female"
77	802858	2020	"Female"
78	804760	2020	"Female"
79	761003	2020	"Female"
80	676772	2020	"Female"
81	608250	2020	"Female"
82	632981	2020	"Female"
83	629370	2020	"Female"
84	606123	2020	"Female"
85	559532	2020	"Female"
86	519546	2020	"Female"
87	491975	2020	"Female"
88	453695	2020	"Female"
89	407995	2020	"Female"
90	361062	2020	"Female"
91	321953	2020	"Female"
92	281745	2020	"Female"
93	243523	2020	"Female"
94	205942	2020	"Female"
95	166486	2020	"Female"
96	130583	2020	"Female"
97	103520	2020	"Female"
98	78927	2020	"Female"
99	59037	2020	"Female"
100	121570	2020	"Female"
0	442886	2021	"Female"
1	449588	2021	"Female"
2	457248	2021	"Female"
3	465679	2021	"Female"
4	474406	2021	"Female"
5	483417	2021	"Female"
6	492867	2021	"Female"
7	502701	2021	"Female"
8	512941	2021	"Female"
9	523107	2021	"Female"
10	532370	2021	"Female"
11	540843	2021	"Female"
12	549261	2021	"Female"
13	552648	2021	"Female"
14	549911	2021	"Female"
15	536209	2021	"Female"
16	527645	2021	"Female"
17	541575	2021	"Female"
18	552920	2021	"Female"
19	562523	2021	"Female"
20	570647	2021	"Female"
21	573194	2021	"Female"
22	573533	2021	"Female"
23	576376	2021	"Female"
24	577855	2021	"Female"
25	578364	2021	"Female"
26	588660	2021	"Female"
27	589494	2021	"Female"
28	584617	2021	"Female"
29	595658	2021	"Female"
30	602946	2021	"Female"
31	615963	2021	"Female"
32	639365	2021	"Female"
33	662803	2021	"Female"
34	684579	2021	"Female"
35	704215	2021	"Female"
36	742320	2021	"Female"
37	760666	2021	"Female"
38	764901	2021	"Female"
39	766150	2021	"Female"
40	779751	2021	"Female"
41	794333	2021	"Female"
42	814505	2021	"Female"
43	843500	2021	"Female"
44	865006	2021	"Female"
45	901834	2021	"Female"
46	932605	2021	"Female"
47	972971	2021	"Female"
48	982162	2021	"Female"
49	962831	2021	"Female"
50	936881	2021	"Female"
51	907560	2021	"Female"
52	887824	2021	"Female"
53	873050	2021	"Female"
54	824876	2021	"Female"
55	721991	2021	"Female"
56	830572	2021	"Female"
